year,month,day,hour,minute,second,latitude,longitude,depth,mag_type,magnitude,time
2022,6,11,18,0,29.87,25.768,100.369,15,ML,0.6,2022-06-11 18:00:29.870
2022,6,11,18,37,5.71,27.833,102.576,12,ML,2.4,2022-06-11 18:37:05.710
2022,6,11,19,47,4.25,29.585,104.834,4,ML,1.5,2022-06-11 19:47:04.250
2022,6,11,20,19,44.05,29.618,104.714,5,ML,2.7,2022-06-11 20:19:44.050
2022,6,11,20,25,18.98,29.611,104.857,4,ML,1.3,2022-06-11 20:25:18.980
2022,6,11,21,16,22.47,23.235,102.526,11,ML,1.6,2022-06-11 21:16:22.470
2022,6,11,22,22,57.0,28.316,104.944,4,ML,0.5,2022-06-11 22:22:57.000
2022,6,11,22,45,6.28,29.043,102.422,21,ML,1.2,2022-06-11 22:45:06.280
2022,6,11,22,45,23.64,29.396,104.509,2,ML,1.4,2022-06-11 22:45:23.640
2022,6,11,23,9,57.03,26.764,100.046,10,ML,0.9,2022-06-11 23:09:57.030
2022,6,11,23,12,57.1,23.497,102.338,8,ML,-0.0,2022-06-11 23:12:57.100
2022,6,11,23,22,42.09,28.342,104.892,2,ML,0.9,2022-06-11 23:22:42.090
2022,6,11,23,35,14.01,27.773,100.741,10,ML,0.0,2022-06-11 23:35:14.010
2022,6,11,23,41,36.61,27.112,102.862,7,ML,2.4,2022-06-11 23:41:36.610
2022,6,11,23,44,24.65,25.15,105.259,10,ML,0.5,2022-06-11 23:44:24.650
2022,6,11,23,44,55.78,25.173,105.245,10,ML,0.9,2022-06-11 23:44:55.780
2022,6,12,0,6,15.87,24.335,101.959,20,ML,1.2,2022-06-12 00:06:15.870
2022,6,12,0,37,11.38,29.161,105.573,6,ML,0.9,2022-06-12 00:37:11.380
2022,6,12,1,22,46.85,28.126,104.7,12,ML,1.0,2022-06-12 01:22:46.850
2022,6,12,1,33,55.15,27.12,102.878,8,ML,2.3,2022-06-12 01:33:55.150
2022,6,12,1,35,38.58,27.107,102.861,3,ML,2.5,2022-06-12 01:35:38.580
2022,6,12,1,47,1.07,23.274,102.476,13,ML,0.7,2022-06-12 01:47:01.070
2022,6,12,2,20,44.2,27.114,102.879,15,ML,1.6,2022-06-12 02:20:44.200
2022,6,12,2,55,55.65,29.265,105.475,4,ML,0.7,2022-06-12 02:55:55.650
2022,6,12,3,11,11.9,27.039,103.436,14,ML,1.7,2022-06-12 03:11:11.900
2022,6,12,4,35,41.56,27.793,100.615,7,ML,0.3,2022-06-12 04:35:41.560
2022,6,12,4,50,30.03,28.248,104.914,8,ML,0.4,2022-06-12 04:50:30.030
2022,6,12,5,3,22.64,28.386,104.773,14,ML,0.2,2022-06-12 05:03:22.640
2022,6,12,5,33,29.64,27.81,100.579,5,ML,0.8,2022-06-12 05:33:29.640
2022,6,12,6,5,45.8,27.807,100.61,8,ML,1.3,2022-06-12 06:05:45.800
2022,6,12,6,41,42.43,24.866,101.979,8,ML,0.9,2022-06-12 06:41:42.430
2022,6,12,6,43,30.02,24.829,101.958,8,ML,0.9,2022-06-12 06:43:30.020
2022,6,12,7,12,3.16,27.771,100.725,11,ML,0.6,2022-06-12 07:12:03.160
2022,6,12,7,41,18.76,29.278,105.479,5,ML,0.4,2022-06-12 07:41:18.760
2022,6,12,8,29,53.37,29.554,104.835,6,ML,1.3,2022-06-12 08:29:53.370
2022,6,12,8,35,1.12,27.806,100.608,8,ML,0.7,2022-06-12 08:35:01.120
2022,6,12,11,26,32.81,27.121,102.892,14,ML,1.2,2022-06-12 11:26:32.810
2022,6,12,11,38,54.64,26.671,100.44,14,ML,1.4,2022-06-12 11:38:54.640
2022,6,12,11,46,31.27,25.246,101.084,19,ML,2.0,2022-06-12 11:46:31.270
2022,6,12,12,16,30.86,28.147,105.034,8,ML,1.7,2022-06-12 12:16:30.860
2022,6,12,12,18,4.11,23.39,104.031,15,ML,1.3,2022-06-12 12:18:04.110
2022,6,12,12,59,20.82,27.571,105.07,8,ML,0.6,2022-06-12 12:59:20.820
2022,6,12,13,6,52.3,25.91,105.548,10,ML,0.8,2022-06-12 13:06:52.300
2022,6,12,13,48,39.49,29.598,104.834,4,ML,1.9,2022-06-12 13:48:39.490
2022,6,12,15,51,58.98,26.497,104.583,8,ML,1.3,2022-06-12 15:51:58.980
2022,6,12,16,11,7.07,28.374,104.963,3,ML,0.3,2022-06-12 16:11:07.070
2022,6,12,16,13,38.58,25.685,105.286,10,ML,0.3,2022-06-12 16:13:38.580
2022,6,12,16,58,35.44,28.328,104.662,6,ML,1.1,2022-06-12 16:58:35.440
2022,6,12,17,31,54.12,25.823,102.27,12,ML,1.9,2022-06-12 17:31:54.120
2022,6,12,18,40,14.1,24.737,102.608,8,ML,1.8,2022-06-12 18:40:14.100
2022,6,12,19,55,59.46,27.918,105.347,8,ML,1.9,2022-06-12 19:55:59.460
2022,6,12,20,47,8.57,29.583,104.815,6,ML,1.9,2022-06-12 20:47:08.570
2022,6,12,21,28,31.35,23.51,102.464,11,ML,-0.0,2022-06-12 21:28:31.350
2022,6,12,22,44,31.48,28.13,103.528,8,ML,2.0,2022-06-12 22:44:31.480
2022,6,12,23,52,50.1,29.259,105.383,5,ML,-0.0,2022-06-12 23:52:50.100
2022,6,13,0,9,37.88,28.139,104.718,17,ML,0.8,2022-06-13 00:09:37.880
2022,6,13,0,25,1.31,26.186,104.516,16,ML,1.0,2022-06-13 00:25:01.310
2022,6,13,0,45,32.85,29.234,105.368,8,ML,0.4,2022-06-13 00:45:32.850
2022,6,13,1,19,43.14,28.096,103.543,12,ML,0.1,2022-06-13 01:19:43.140
2022,6,13,1,30,54.78,27.798,100.803,10,ML,1.1,2022-06-13 01:30:54.780
2022,6,13,2,9,19.58,29.408,104.612,3,ML,1.1,2022-06-13 02:09:19.580
2022,6,13,2,11,21.7,29.41,104.592,1,ML,1.8,2022-06-13 02:11:21.700
2022,6,13,2,14,47.19,25.746,105.263,10,ML,0.3,2022-06-13 02:14:47.190
2022,6,13,2,18,41.95,29.253,105.377,8,ML,0.2,2022-06-13 02:18:41.950
2022,6,13,2,47,4.73,29.052,103.754,3,ML,1.1,2022-06-13 02:47:04.730
2022,6,13,3,22,27.9,27.126,102.865,13,ML,1.2,2022-06-13 03:22:27.900
2022,6,13,3,57,35.03,28.255,104.825,17,ML,0.2,2022-06-13 03:57:35.030
2022,6,13,4,20,8.7,26.881,100.913,19,ML,0.9,2022-06-13 04:20:08.700
2022,6,13,4,34,21.9,28.115,104.94,13,ML,0.3,2022-06-13 04:34:21.900
2022,6,13,4,38,1.17,29.81,102.057,9,ML,1.2,2022-06-13 04:38:01.170
2022,6,13,5,3,42.42,26.65,105.175,10,ML,0.5,2022-06-13 05:03:42.420
2022,6,13,5,33,58.24,28.389,104.959,8,ML,0.3,2022-06-13 05:33:58.240
2022,6,13,5,57,43.37,29.365,104.717,2,ML,0.7,2022-06-13 05:57:43.370
2022,6,13,6,3,10.99,29.293,105.369,14,ML,0.2,2022-06-13 06:03:10.990
2022,6,13,6,50,57.75,28.333,104.555,15,ML,1.3,2022-06-13 06:50:57.750
2022,6,13,6,51,2.47,29.565,104.823,2,ML,1.6,2022-06-13 06:51:02.470
2022,6,13,7,12,45.74,29.543,104.842,2,ML,1.5,2022-06-13 07:12:45.740
2022,6,13,8,34,56.25,27.71,100.916,7,ML,1.2,2022-06-13 08:34:56.250
2022,6,13,9,16,43.17,25.721,105.301,10,ML,0.6,2022-06-13 09:16:43.170
2022,6,13,9,46,13.57,26.019,100.106,5,ML,1.1,2022-06-13 09:46:13.570
2022,6,13,11,18,31.07,27.817,104.959,5,ML,1.3,2022-06-13 11:18:31.070
2022,6,13,11,25,7.46,27.806,100.577,6,ML,0.5,2022-06-13 11:25:07.460
2022,6,13,11,28,24.1,27.691,100.955,5,ML,0.8,2022-06-13 11:28:24.100
2022,6,13,12,4,50.97,24.796,102.462,20,ML,1.5,2022-06-13 12:04:50.970
2022,6,13,12,9,54.54,28.071,105.326,11,ML,1.7,2022-06-13 12:09:54.540
2022,6,13,12,45,58.0,24.82,102.363,14,ML,1.5,2022-06-13 12:45:58.000
2022,6,13,12,54,10.27,25.684,105.255,10,ML,1.6,2022-06-13 12:54:10.270
2022,6,13,13,11,54.01,29.266,105.394,6,ML,0.9,2022-06-13 13:11:54.010
2022,6,13,13,33,37.1,28.354,104.967,6,ML,0.5,2022-06-13 13:33:37.100
2022,6,13,13,36,15.2,25.75,105.303,11,ML,0.7,2022-06-13 13:36:15.200
2022,6,13,14,37,35.29,28.345,104.91,4,ML,2.1,2022-06-13 14:37:35.290
2022,6,13,15,6,42.41,28.399,104.844,6,ML,0.9,2022-06-13 15:06:42.410
2022,6,13,15,46,19.34,24.814,101.958,5,ML,1.0,2022-06-13 15:46:19.340
2022,6,13,17,9,39.68,27.858,105.107,3,ML,0.7,2022-06-13 17:09:39.680
2022,6,13,18,42,29.32,25.485,100.216,10,ML,1.3,2022-06-13 18:42:29.320
2022,6,13,18,56,23.29,24.689,102.536,14,ML,1.2,2022-06-13 18:56:23.290
2022,6,13,20,23,49.77,29.179,105.608,8,ML,1.2,2022-06-13 20:23:49.770
2022,6,13,20,48,59.31,25.776,104.222,10,ML,1.9,2022-06-13 20:48:59.310
2022,6,13,21,19,20.89,28.883,104.097,9,ML,1.6,2022-06-13 21:19:20.890
2022,6,13,21,52,39.46,23.565,102.256,12,ML,-0.1,2022-06-13 21:52:39.460
2022,6,13,22,10,8.34,29.59,104.815,3,ML,1.2,2022-06-13 22:10:08.340
2022,6,13,22,18,44.34,23.541,101.676,14,ML,0.5,2022-06-13 22:18:44.340
2022,6,13,22,19,22.21,28.591,103.569,8,ML,2.1,2022-06-13 22:19:22.210
2022,6,13,22,40,1.07,27.694,100.748,14,ML,0.1,2022-06-13 22:40:01.070
2022,6,13,23,31,16.94,29.041,102.349,21,ML,1.1,2022-06-13 23:31:16.940
2022,6,13,23,43,19.54,27.853,100.908,9,ML,0.7,2022-06-13 23:43:19.540
2022,6,14,0,10,28.55,24.454,101.916,5,ML,0.5,2022-06-14 00:10:28.550
2022,6,14,0,51,52.96,28.055,105.356,3,ML,2.0,2022-06-14 00:51:52.960
2022,6,14,1,48,14.15,25.441,101.615,19,ML,2.0,2022-06-14 01:48:14.150
2022,6,14,1,55,26.92,28.917,102.099,9,ML,0.7,2022-06-14 01:55:26.920
2022,6,14,2,11,25.46,28.403,104.492,6,ML,1.0,2022-06-14 02:11:25.460
2022,6,14,2,22,29.79,28.29,100.869,5,ML,1.6,2022-06-14 02:22:29.790
2022,6,14,3,49,55.86,28.377,104.975,3,ML,-0.2,2022-06-14 03:49:55.860
2022,6,14,4,47,49.44,26.985,100.107,8,ML,0.9,2022-06-14 04:47:49.440
2022,6,14,5,10,7.98,28.366,104.739,3,ML,0.8,2022-06-14 05:10:07.980
2022,6,14,5,46,12.44,25.196,100.007,8,ML,0.9,2022-06-14 05:46:12.440
2022,6,14,5,51,55.62,29.357,104.053,3,ML,2.5,2022-06-14 05:51:55.620
2022,6,14,5,54,39.01,26.876,100.805,8,ML,0.7,2022-06-14 05:54:39.010
2022,6,14,7,51,51.82,28.117,104.734,11,ML,1.3,2022-06-14 07:51:51.820
2022,6,14,9,13,41.4,28.887,104.079,12,ML,1.2,2022-06-14 09:13:41.400
2022,6,14,9,24,49.34,28.178,104.989,6,ML,0.6,2022-06-14 09:24:49.340
2022,6,14,10,14,49.39,27.808,100.564,6,ML,0.7,2022-06-14 10:14:49.390
2022,6,14,10,19,31.14,28.176,104.976,12,ML,1.0,2022-06-14 10:19:31.140
2022,6,14,10,40,30.03,28.961,102.45,23,ML,1.2,2022-06-14 10:40:30.030
2022,6,14,10,56,37.83,26.16,105.23,10,ML,0.4,2022-06-14 10:56:37.830
2022,6,14,11,33,35.99,27.213,100.342,21,ML,1.9,2022-06-14 11:33:35.990
2022,6,14,12,21,28.27,27.873,104.295,5,ML,1.4,2022-06-14 12:21:28.270
2022,6,14,12,24,47.93,26.469,100.831,11,ML,1.2,2022-06-14 12:24:47.930
2022,6,14,12,28,23.28,28.074,104.468,6,ML,1.0,2022-06-14 12:28:23.280
2022,6,14,12,41,11.94,25.475,100.213,8,ML,1.0,2022-06-14 12:41:11.940
2022,6,14,12,57,52.86,28.153,104.754,2,ML,0.2,2022-06-14 12:57:52.860
2022,6,14,13,6,25.21,28.263,105.027,16,ML,0.9,2022-06-14 13:06:25.210
2022,6,14,13,34,5.16,23.303,106.805,7,ML,1.4,2022-06-14 13:34:05.160
2022,6,14,14,25,54.68,27.759,100.725,4,ML,1.1,2022-06-14 14:25:54.680
2022,6,14,14,26,51.74,29.379,104.702,1,ML,1.6,2022-06-14 14:26:51.740
2022,6,14,14,42,32.94,29.649,104.73,6,ML,2.6,2022-06-14 14:42:32.940
2022,6,14,15,53,47.56,29.851,100.988,11,ML,1.5,2022-06-14 15:53:47.560
2022,6,14,16,2,49.4,24.518,101.909,8,ML,1.0,2022-06-14 16:02:49.400
2022,6,14,16,22,36.6,23.316,102.619,22,ML,1.5,2022-06-14 16:22:36.600
2022,6,14,16,36,27.59,27.832,100.611,6,ML,0.4,2022-06-14 16:36:27.590
2022,6,14,17,37,13.88,25.313,100.649,15,ML,1.5,2022-06-14 17:37:13.880
2022,6,14,17,47,24.92,29.601,104.838,4,ML,1.9,2022-06-14 17:47:24.920
2022,6,14,18,57,2.84,28.078,104.716,14,ML,2.1,2022-06-14 18:57:02.840
2022,6,14,19,33,3.23,27.875,100.544,8,ML,1.9,2022-06-14 19:33:03.230
2022,6,14,19,50,55.91,24.208,102.781,14,ML,0.4,2022-06-14 19:50:55.910
2022,6,14,20,58,29.85,27.739,100.818,11,ML,1.2,2022-06-14 20:58:29.850
2022,6,14,21,30,27.19,29.394,102.179,17,ML,1.6,2022-06-14 21:30:27.190
2022,6,14,21,54,5.77,26.959,103.076,14,ML,1.7,2022-06-14 21:54:05.770
2022,6,14,21,57,50.98,28.419,104.83,28,ML,1.3,2022-06-14 21:57:50.980
2022,6,14,23,26,12.02,28.093,104.937,7,ML,0.7,2022-06-14 23:26:12.020
2022,6,14,23,29,49.52,26.237,104.524,10,ML,0.7,2022-06-14 23:29:49.520
2022,6,14,23,41,31.58,26.823,102.939,3,ML,1.6,2022-06-14 23:41:31.580
2022,6,15,0,6,56.02,28.097,103.542,8,ML,1.3,2022-06-15 00:06:56.020
2022,6,15,0,12,55.77,27.804,100.621,6,ML,0.8,2022-06-15 00:12:55.770
2022,6,15,0,46,57.05,29.364,104.712,6,ML,1.5,2022-06-15 00:46:57.050
2022,6,15,0,49,15.72,29.614,104.72,8,ML,2.5,2022-06-15 00:49:15.720
2022,6,15,1,2,17.82,25.709,105.3,10,ML,0.6,2022-06-15 01:02:17.820
2022,6,15,1,22,41.23,27.787,100.595,8,ML,-0.1,2022-06-15 01:22:41.230
2022,6,15,1,24,35.5,27.676,100.909,6,ML,1.1,2022-06-15 01:24:35.500
2022,6,15,1,44,50.67,27.808,100.592,7,ML,-0.1,2022-06-15 01:44:50.670
2022,6,15,2,1,33.3,26.908,102.92,6,ML,1.4,2022-06-15 02:01:33.300
2022,6,15,3,5,33.5,26.687,105.104,10,ML,1.2,2022-06-15 03:05:33.500
2022,6,15,3,11,27.23,27.795,100.576,8,ML,1.1,2022-06-15 03:11:27.230
2022,6,15,3,50,30.1,28.072,105.377,8,ML,3.4,2022-06-15 03:50:30.100
2022,6,15,3,51,54.41,28.486,105.137,6,ML,1.9,2022-06-15 03:51:54.410
2022,6,15,3,56,24.98,29.607,104.851,6,ML,1.5,2022-06-15 03:56:24.980
2022,6,15,4,13,15.46,27.953,105.351,6,ML,1.6,2022-06-15 04:13:15.460
2022,6,15,4,29,45.22,29.27,105.378,4,ML,1.1,2022-06-15 04:29:45.220
2022,6,15,5,13,26.27,27.284,103.797,18,ML,1.2,2022-06-15 05:13:26.270
2022,6,15,5,28,50.45,29.574,104.511,6,ML,1.0,2022-06-15 05:28:50.450
2022,6,15,6,25,6.67,27.785,100.739,11,ML,-0.1,2022-06-15 06:25:06.670
2022,6,15,6,26,16.34,24.187,102.73,11,ML,0.8,2022-06-15 06:26:16.340
2022,6,15,7,21,39.98,28.119,104.717,14,ML,1.2,2022-06-15 07:21:39.980
2022,6,15,7,31,28.49,28.11,104.73,3,ML,2.5,2022-06-15 07:31:28.490
2022,6,15,8,5,12.48,29.578,104.822,6,ML,1.6,2022-06-15 08:05:12.480
2022,6,15,8,12,49.08,25.675,105.314,10,ML,1.7,2022-06-15 08:12:49.080
2022,6,15,8,56,34.06,24.816,101.968,6,ML,0.9,2022-06-15 08:56:34.060
2022,6,15,9,50,31.25,29.229,105.434,18,ML,0.9,2022-06-15 09:50:31.250
2022,6,15,11,5,45.42,29.513,101.938,6,ML,1.2,2022-06-15 11:05:45.420
2022,6,15,12,6,15.24,24.867,102.207,6,ML,1.3,2022-06-15 12:06:15.240
2022,6,15,12,21,48.94,23.569,102.789,9,ML,1.0,2022-06-15 12:21:48.940
2022,6,15,12,24,45.5,25.745,105.692,14,ML,1.1,2022-06-15 12:24:45.500
2022,6,15,12,38,4.23,23.485,103.981,11,ML,1.9,2022-06-15 12:38:04.230
2022,6,15,12,52,46.05,25.545,102.6,6,ML,1.3,2022-06-15 12:52:46.050
2022,6,15,14,11,39.27,29.356,104.061,2,ML,3.7,2022-06-15 14:11:39.270
2022,6,15,14,24,3.26,24.694,102.165,7,ML,1.3,2022-06-15 14:24:03.260
2022,6,15,15,4,7.83,28.745,103.645,5,ML,3.0,2022-06-15 15:04:07.830
2022,6,15,15,9,10.05,28.771,103.633,13,ML,1.3,2022-06-15 15:09:10.050
2022,6,15,16,2,58.18,27.809,104.966,4,ML,1.7,2022-06-15 16:02:58.180
2022,6,15,18,2,29.98,29.27,105.469,4,ML,0.8,2022-06-15 18:02:29.980
2022,6,15,18,46,11.67,27.863,100.63,5,ML,1.1,2022-06-15 18:46:11.670
2022,6,15,19,10,35.81,29.236,105.715,1,ML,1.0,2022-06-15 19:10:35.810
2022,6,15,20,24,40.23,28.117,103.669,6,ML,1.6,2022-06-15 20:24:40.230
2022,6,15,20,34,32.49,28.355,104.803,11,ML,0.5,2022-06-15 20:34:32.490
2022,6,15,21,33,47.27,29.137,105.571,8,ML,1.2,2022-06-15 21:33:47.270
2022,6,15,21,33,48.02,29.24,105.635,2,ML,1.1,2022-06-15 21:33:48.020
2022,6,15,21,51,47.16,28.225,104.984,14,ML,0.7,2022-06-15 21:51:47.160
2022,6,15,21,53,36.64,27.032,103.929,10,ML,1.8,2022-06-15 21:53:36.640
2022,6,15,22,37,37.8,27.066,102.862,6,ML,1.0,2022-06-15 22:37:37.800
2022,6,15,22,47,42.24,29.518,104.667,3,ML,1.3,2022-06-15 22:47:42.240
2022,6,16,0,21,51.32,28.103,104.732,5,ML,0.7,2022-06-16 00:21:51.320
2022,6,16,0,57,26.63,28.441,104.763,9,ML,0.7,2022-06-16 00:57:26.630
2022,6,16,1,5,31.87,23.657,102.969,10,ML,0.5,2022-06-16 01:05:31.870
2022,6,16,1,8,52.19,29.092,102.364,28,ML,2.0,2022-06-16 01:08:52.190
2022,6,16,1,55,16.42,27.818,100.545,10,ML,0.5,2022-06-16 01:55:16.420
2022,6,16,2,11,30.78,28.196,104.981,9,ML,0.5,2022-06-16 02:11:30.780
2022,6,16,2,29,31.22,28.369,104.981,4,ML,0.0,2022-06-16 02:29:31.220
2022,6,16,2,44,3.92,24.307,104.846,10,ML,1.4,2022-06-16 02:44:03.920
2022,6,16,3,9,21.62,28.36,104.531,5,ML,0.3,2022-06-16 03:09:21.620
2022,6,16,3,29,33.62,26.633,105.144,10,ML,1.7,2022-06-16 03:29:33.620
2022,6,16,3,29,53.58,29.323,105.514,13,ML,1.0,2022-06-16 03:29:53.580
2022,6,16,3,30,25.87,23.392,106.476,6,ML,1.3,2022-06-16 03:30:25.870
2022,6,16,4,0,7.46,25.652,105.29,10,ML,1.1,2022-06-16 04:00:07.460
2022,6,16,4,3,24.76,28.39,104.921,6,ML,0.3,2022-06-16 04:03:24.760
2022,6,16,4,13,43.2,24.916,101.972,5,ML,0.3,2022-06-16 04:13:43.200
2022,6,16,4,17,39.12,23.341,103.244,10,ML,2.6,2022-06-16 04:17:39.120
2022,6,16,4,25,26.77,27.124,102.856,11,ML,1.5,2022-06-16 04:25:26.770
2022,6,16,4,29,7.63,28.36,104.891,3,ML,0.9,2022-06-16 04:29:07.630
2022,6,16,4,59,5.51,28.419,104.968,6,ML,-0.1,2022-06-16 04:59:05.510
2022,6,16,5,24,2.07,29.662,102.498,20,ML,1.0,2022-06-16 05:24:02.070
2022,6,16,7,13,10.48,28.224,104.99,16,ML,0.4,2022-06-16 07:13:10.480
2022,6,16,8,25,23.69,28.191,104.738,14,ML,0.4,2022-06-16 08:25:23.690
2022,6,16,8,30,43.69,29.411,104.499,4,ML,1.9,2022-06-16 08:30:43.690
2022,6,16,8,47,41.74,29.394,104.507,5,ML,1.6,2022-06-16 08:47:41.740
2022,6,16,9,38,26.84,28.157,104.755,9,ML,0.3,2022-06-16 09:38:26.840
2022,6,16,10,7,16.71,28.194,104.972,13,ML,0.3,2022-06-16 10:07:16.710
2022,6,16,10,12,59.67,29.342,105.538,11,ML,1.8,2022-06-16 10:12:59.670
2022,6,16,10,40,12.06,29.391,104.505,8,ML,2.7,2022-06-16 10:40:12.060
2022,6,16,10,57,9.36,29.388,104.496,7,ML,1.1,2022-06-16 10:57:09.360
2022,6,16,11,30,19.99,29.292,105.798,6,ML,1.7,2022-06-16 11:30:19.990
2022,6,16,11,51,36.82,28.436,104.763,6,ML,1.3,2022-06-16 11:51:36.820
2022,6,16,12,11,21.73,24.767,102.619,10,ML,1.3,2022-06-16 12:11:21.730
2022,6,16,12,20,59.31,24.704,102.595,10,ML,1.3,2022-06-16 12:20:59.310
2022,6,16,12,29,43.39,26.774,100.13,12,ML,1.1,2022-06-16 12:29:43.390
2022,6,16,13,2,27.92,28.176,104.979,3,ML,1.6,2022-06-16 13:02:27.920
2022,6,16,13,5,32.78,29.178,104.77,10,ML,1.5,2022-06-16 13:05:32.780
2022,6,16,14,6,50.04,26.647,101.473,15,ML,1.3,2022-06-16 14:06:50.040
2022,6,16,15,36,53.46,25.788,100.471,21,ML,1.0,2022-06-16 15:36:53.460
2022,6,16,15,38,31.04,28.211,105.175,17,ML,1.3,2022-06-16 15:38:31.040
2022,6,16,16,16,31.09,28.299,104.258,10,ML,1.1,2022-06-16 16:16:31.090
2022,6,16,16,49,44.77,24.806,102.542,10,ML,1.6,2022-06-16 16:49:44.770
2022,6,16,17,8,54.92,29.394,104.494,4,ML,1.9,2022-06-16 17:08:54.920
2022,6,16,17,19,48.86,25.639,105.234,10,ML,0.9,2022-06-16 17:19:48.860
2022,6,16,17,30,1.37,25.465,100.762,10,ML,1.6,2022-06-16 17:30:01.370
2022,6,16,17,31,3.14,29.393,104.509,4,ML,3.1,2022-06-16 17:31:03.140
2022,6,16,17,43,43.41,23.758,102.878,10,ML,1.5,2022-06-16 17:43:43.410
2022,6,16,17,58,53.92,28.445,104.73,6,ML,1.0,2022-06-16 17:58:53.920
2022,6,16,18,18,28.5,28.196,104.974,10,ML,1.3,2022-06-16 18:18:28.500
2022,6,16,18,46,44.53,28.134,105.303,17,ML,1.6,2022-06-16 18:46:44.530
2022,6,16,19,3,35.98,23.212,102.895,10,ML,1.1,2022-06-16 19:03:35.980
2022,6,16,19,13,56.6,29.394,104.49,2,ML,1.6,2022-06-16 19:13:56.600
2022,6,16,19,29,59.45,29.396,104.505,7,ML,2.0,2022-06-16 19:29:59.450
2022,6,16,20,50,27.18,28.435,104.733,9,ML,0.4,2022-06-16 20:50:27.180
2022,6,16,20,57,38.07,28.448,104.791,8,ML,0.1,2022-06-16 20:57:38.070
2022,6,16,22,7,0.51,25.783,105.236,10,ML,1.0,2022-06-16 22:07:00.510
2022,6,16,22,9,3.23,25.713,105.315,10,ML,1.1,2022-06-16 22:09:03.230
2022,6,16,22,33,19.59,28.908,104.138,7,ML,1.2,2022-06-16 22:33:19.590
2022,6,16,22,36,22.01,25.741,105.346,10,ML,0.9,2022-06-16 22:36:22.010
2022,6,16,23,23,22.64,28.14,104.495,7,ML,0.5,2022-06-16 23:23:22.640
2022,6,16,23,39,42.74,29.598,104.874,4,ML,1.2,2022-06-16 23:39:42.740
2022,6,16,23,57,44.55,28.201,104.985,15,ML,1.0,2022-06-16 23:57:44.550
2022,6,17,0,35,26.88,28.201,104.99,15,ML,0.7,2022-06-17 00:35:26.880
2022,6,17,2,10,58.34,29.387,104.485,1,ML,1.3,2022-06-17 02:10:58.340
2022,6,17,2,47,32.6,29.393,104.509,4,ML,1.9,2022-06-17 02:47:32.600
2022,6,17,3,38,0.42,28.374,104.513,6,ML,0.2,2022-06-17 03:38:00.420
2022,6,17,4,8,18.14,25.532,105.811,10,ML,2.2,2022-06-17 04:08:18.140
2022,6,17,4,37,59.52,28.305,104.949,8,ML,0.9,2022-06-17 04:37:59.520
2022,6,17,4,37,59.63,28.306,104.956,3,ML,1.2,2022-06-17 04:37:59.630
2022,6,17,6,7,15.71,28.304,104.597,10,ML,2.4,2022-06-17 06:07:15.710
2022,6,17,6,9,49.96,28.225,104.998,15,ML,0.6,2022-06-17 06:09:49.960
2022,6,17,6,10,48.24,28.18,104.98,6,ML,1.2,2022-06-17 06:10:48.240
2022,6,17,6,15,30.69,28.326,104.531,13,ML,0.7,2022-06-17 06:15:30.690
2022,6,17,6,59,34.22,25.747,105.334,10,ML,0.8,2022-06-17 06:59:34.220
2022,6,17,8,28,9.71,29.277,104.396,14,ML,1.2,2022-06-17 08:28:09.710
2022,6,17,8,28,24.89,29.403,104.476,4,ML,1.8,2022-06-17 08:28:24.890
2022,6,17,8,56,35.69,29.398,104.489,4,ML,1.5,2022-06-17 08:56:35.690
2022,6,17,8,57,14.29,29.387,104.51,8,ML,2.9,2022-06-17 08:57:14.290
2022,6,17,9,22,20.28,24.518,101.969,25,ML,1.3,2022-06-17 09:22:20.280
2022,6,17,9,33,30.35,29.373,104.465,2,ML,1.1,2022-06-17 09:33:30.350
2022,6,17,9,35,14.83,29.365,104.463,14,ML,1.3,2022-06-17 09:35:14.830
2022,6,17,11,29,3.73,29.362,104.479,7,ML,1.4,2022-06-17 11:29:03.730
2022,6,17,11,34,39.76,29.366,105.776,17,ML,1.6,2022-06-17 11:34:39.760
2022,6,17,11,57,29.86,27.884,102.106,11,ML,2.4,2022-06-17 11:57:29.860
2022,6,17,12,5,24.6,28.157,104.967,6,ML,0.1,2022-06-17 12:05:24.600
2022,6,17,13,22,25.75,28.881,104.087,6,ML,1.8,2022-06-17 13:22:25.750
2022,6,17,15,21,34.9,29.353,104.04,6,ML,1.9,2022-06-17 15:21:34.900
2022,6,17,16,14,4.46,29.394,104.498,1,ML,2.8,2022-06-17 16:14:04.460
2022,6,17,16,28,20.09,29.607,104.847,6,ML,2.0,2022-06-17 16:28:20.090
2022,6,17,16,54,12.69,28.384,104.795,5,ML,1.1,2022-06-17 16:54:12.690
2022,6,17,18,15,4.82,23.982,101.312,11,ML,1.3,2022-06-17 18:15:04.820
2022,6,17,19,7,18.32,29.351,104.458,11,ML,1.1,2022-06-17 19:07:18.320
2022,6,17,19,9,22.19,28.43,104.769,7,ML,0.3,2022-06-17 19:09:22.190
2022,6,17,19,20,12.97,29.342,104.02,6,ML,2.1,2022-06-17 19:20:12.970
2022,6,17,19,22,2.79,28.318,104.577,6,ML,0.7,2022-06-17 19:22:02.790
2022,6,17,19,48,10.85,29.433,104.571,12,ML,1.0,2022-06-17 19:48:10.850
2022,6,17,21,7,58.3,29.518,104.697,6,ML,1.0,2022-06-17 21:07:58.300
