01    QJ  99   26 55.1443N102 55.5136E 863
02    QJ  99   27 14.8291N102 59.9795E1776
03    QJ  99   27 15.1725N102 55.4148E1896
04    QJ  99   27  2.1506N102 43.4884E 838
05    QJ  99   26 59.1434N102 52.0436E1372
06    QJ  99   26 58.1056N102 55.6755E1196
07    QJ  99   26 50.3920N103  8.2051E1710
08    QJ  99   26 45.4483N102 59.7104E 844
09    QJ  99   26 43.3798N102 47.7676E1915
10    QJ  99   26 33.8274N103  3.0559E 873
