station_id,waveform_id,phase_time,phase_type,phase_score,phase_amplitude
QJ02,QJ.QJ02.20221018.030024087,2022-10-18 03:13:19.990,S,0.008547008547008605,3.405944347381592
QJ02,QJ.QJ02.20221018.030024088,2022-10-18 03:14:18.150,P,0.059829059829059845,16.405567169189453
QJ02,QJ.QJ02.20221018.030024089,2022-10-18 03:17:48.460,P,0.055555555555555636,3.4055416584014893
QJ02,QJ.QJ02.20221018.030024089,2022-10-18 03:17:49.840,S,0.025641025641025716,3.4055416584014893
QJ02,QJ.QJ02.20221018.030024090,2022-10-18 03:23:19.990,P,0.31196581196581197,7.793610095977783
QJ02,QJ.QJ02.20221018.030024090,2022-10-18 03:23:19.990,S,0.1282051282051283,7.793610095977783
QJ02,QJ.QJ02.20221018.040024091,2022-10-18 03:25:50.950,P,0.19230769230769235,101.9881591796875
QJ02,QJ.QJ02.20221018.040024091,2022-10-18 03:23:49.180,S,0.13247863247863248,5.291975975036621
QJ02,QJ.QJ02.20221018.040024092,2022-10-18 03:29:59.990,P,0.3034188034188034,33.67033004760742
QJ02,QJ.QJ02.20221018.040024092,2022-10-18 03:27:36.360,S,0.08547008547008556,28.10014915466309
QJ02,QJ.QJ02.20221018.040024096,2022-10-18 03:41:31.300,P,0.1495726495726496,755.102294921875
QJ02,QJ.QJ02.20221018.040024096,2022-10-18 03:41:31.720,S,0.10256410256410267,755.102294921875
QJ02,QJ.QJ02.20221018.040024097,2022-10-18 03:46:13.460,P,0.1538461538461539,4.324264049530029
QJ02,QJ.QJ02.20221018.040024097,2022-10-18 03:44:10.820,S,0.1538461538461539,10.936656951904297
QJ02,QJ.QJ02.20221018.040024098,2022-10-18 03:46:53.360,P,0.07264957264957264,195.01319885253903
QJ02,QJ.QJ02.20221018.040024098,2022-10-18 03:46:55.820,S,0.1410256410256411,195.01319885253903
QJ02,QJ.QJ02.20221018.040024099,2022-10-18 03:51:27.710,P,0.24358974358974358,158.21177673339844
QJ02,QJ.QJ02.20221018.040024099,2022-10-18 03:52:54.060,S,0.16239316239316254,382.5669860839844
QJ02,QJ.QJ02.20221018.040024100,2022-10-18 03:55:45.300,P,0.09401709401709406,124.1982650756836
QJ02,QJ.QJ02.20221018.040024100,2022-10-18 03:55:46.800,S,0.008547008547008605,81.71095275878906
QJ02,QJ.QJ02.20221018.040024101,2022-10-18 03:57:30.930,P,0.055555555555555636,159.35816955566406
QJ02,QJ.QJ02.20221018.040024102,2022-10-18 04:00:45.090,S,0.04700854700854703,649.59619140625
QJ02,QJ.QJ02.20221018.040024103,2022-10-18 04:06:18.330,P,0.021367521367521413,85.55626678466797
QJ02,QJ.QJ02.20221018.040024103,2022-10-18 04:06:39.990,S,0.004273504273504203,1.3783100843429563
QJ02,QJ.QJ02.20221018.040024104,2022-10-18 04:07:41.220,S,0.08119658119658117,17.421003341674805
QJ02,QJ.QJ02.20221018.040024105,2022-10-18 04:13:01.020,P,0.19230769230769235,7.996594429016113
QJ02,QJ.QJ02.20221018.040024105,2022-10-18 04:13:05.540,S,0.1282051282051283,7.996594429016113
QJ02,QJ.QJ02.20221018.040024106,2022-10-18 04:15:55.810,P,0.09829059829059837,149.35260009765625
QJ02,QJ.QJ02.20221018.040024106,2022-10-18 04:15:57.040,S,0.01709401709401711,149.35260009765625
QJ02,QJ.QJ02.20221018.040024107,2022-10-18 04:19:18.180,P,0.06837606837606844,3.294261932373047
QJ02,QJ.QJ02.20221018.040024107,2022-10-18 04:19:19.680,S,0.029914529914530016,3.294261932373047
QJ02,QJ.QJ02.20221018.040024108,2022-10-18 04:22:21.600,P,0.22649572649572655,449.70263671875
QJ02,QJ.QJ02.20221018.040024108,2022-10-18 04:22:24.410,S,0.15811965811965822,449.70263671875
QJ02,QJ.QJ02.20221018.050024109,2022-10-18 04:24:11.800,P,0.17521367521367523,876.2371826171875
QJ02,QJ.QJ02.20221018.050024109,2022-10-18 04:24:17.120,S,0.15811965811965822,876.2371826171875
QJ02,QJ.QJ02.20221018.050024111,2022-10-18 04:31:17.990,P,0.16239316239316254,10.724493980407717
QJ02,QJ.QJ02.20221018.050024111,2022-10-18 04:31:20.190,S,0.09829059829059837,8.362192153930664
QJ02,QJ.QJ02.20221018.050024112,2022-10-18 04:34:58.020,P,0.029914529914530016,544.4171752929688
QJ02,QJ.QJ02.20221018.050024112,2022-10-18 04:34:58.340,S,0.01709401709401711,544.4171752929688
QJ02,QJ.QJ02.20221018.050024113,2022-10-18 04:37:17.120,P,0.1495726495726496,216.71163940429688
QJ02,QJ.QJ02.20221018.050024113,2022-10-18 04:37:18.660,S,0.051282051282051336,216.71163940429688
QJ02,QJ.QJ02.20221018.050024114,2022-10-18 04:40:31.630,P,0.08974358974358987,812.0723266601562
QJ02,QJ.QJ02.20221018.050024114,2022-10-18 04:40:32.140,S,0.08547008547008556,812.0723266601562
QJ02,QJ.QJ02.20221018.050024116,2022-10-18 04:48:18.050,P,0.07264957264957264,3.7431387901306152
QJ02,QJ.QJ02.20221018.050024116,2022-10-18 04:48:19.220,S,0.04273504273504273,3.3035638332366943
QJ02,QJ.QJ02.20221018.050024117,2022-10-18 04:52:48.030,P,0.20940170940170946,43.973262786865234
QJ02,QJ.QJ02.20221018.050024117,2022-10-18 04:52:49.080,S,0.09401709401709406,43.973262786865234
QJ02,QJ.QJ02.20221018.050024118,2022-10-18 04:53:54.250,P,0.1666666666666667,288.1570129394531
QJ02,QJ.QJ02.20221018.050024118,2022-10-18 04:54:00.890,S,0.04273504273504273,421.8179016113281
QJ02,QJ.QJ02.20221018.050024119,2022-10-18 04:58:48.170,P,0.08547008547008556,8.782977104187012
QJ02,QJ.QJ02.20221018.050024119,2022-10-18 04:56:48.780,S,0.021367521367521413,110.4981918334961
QJ02,QJ.QJ02.20221018.050024120,2022-10-18 05:00:17.890,P,0.13247863247863248,4.035774230957031
QJ02,QJ.QJ02.20221018.050024120,2022-10-18 05:00:19.340,S,0.051282051282051336,4.035774230957031
QJ02,QJ.QJ02.20221018.050024121,2022-10-18 05:04:08.570,P,0.11538461538461538,38.823272705078125
QJ02,QJ.QJ02.20221018.050024121,2022-10-18 05:04:11.070,S,0.008547008547008605,10.1862154006958
QJ02,QJ.QJ02.20221018.050024122,2022-10-18 05:06:57.610,P,0.03418803418803422,378.5161743164063
QJ02,QJ.QJ02.20221018.050024122,2022-10-18 05:06:58.300,S,0.08119658119658117,192.679916381836
QJ02,QJ.QJ02.20221018.050024123,2022-10-18 05:12:29.340,P,0.21367521367521375,326.36700439453125
QJ02,QJ.QJ02.20221018.050024123,2022-10-18 05:12:30.780,S,0.15811965811965822,305.9456787109375
QJ02,QJ.QJ02.20221018.050024124,2022-10-18 05:13:29.430,P,0.04273504273504273,1410.446044921875
QJ02,QJ.QJ02.20221018.050024124,2022-10-18 05:15:27.010,S,0.1538461538461539,574.9368896484375
QJ02,QJ.QJ02.20221018.050024125,2022-10-18 05:18:05.490,P,0.1239316239316241,2062.65673828125
QJ02,QJ.QJ02.20221018.050024125,2022-10-18 05:18:08.100,S,0.11111111111111117,2062.65673828125
QJ02,QJ.QJ02.20221018.050024126,2022-10-18 05:20:21.820,P,0.1239316239316241,120.53943634033205
QJ02,QJ.QJ02.20221018.050024126,2022-10-18 05:21:29.340,S,0.1282051282051283,36.95299911499024
QJ02,QJ.QJ02.20221018.060024127,2022-10-18 05:25:19.900,P,0.04273504273504273,249.86981201171875
QJ02,QJ.QJ02.20221018.060024127,2022-10-18 05:25:22.300,S,0.021367521367521413,249.86981201171875
QJ02,QJ.QJ02.20221018.060024128,2022-10-18 05:27:43.320,P,0.04700854700854703,12.320974349975586
QJ02,QJ.QJ02.20221018.060024129,2022-10-18 05:30:47.230,P,0.008547008547008605,1508.466552734375
QJ02,QJ.QJ02.20221018.060024130,2022-10-18 05:35:26.080,P,0.19230769230769235,433.47991943359375
QJ02,QJ.QJ02.20221018.060024130,2022-10-18 05:35:28.940,S,0.20085470085470092,433.47991943359375
QJ02,QJ.QJ02.20221018.060024131,2022-10-18 05:37:03.490,S,0.03418803418803422,239.5597076416016
QJ02,QJ.QJ02.20221018.060024133,2022-10-18 05:46:13.350,P,0.09401709401709406,100.1247100830078
QJ02,QJ.QJ02.20221018.060024133,2022-10-18 05:46:17.360,S,0.13247863247863248,100.1247100830078
QJ02,QJ.QJ02.20221018.060024134,2022-10-18 05:48:55.080,P,0.11111111111111117,761.2083129882812
QJ02,QJ.QJ02.20221018.060024134,2022-10-18 05:47:13.960,S,0.07692307692307694,4049.09912109375
QJ02,QJ.QJ02.20221018.060024135,2022-10-18 05:52:20.130,P,0.20940170940170946,755.7847290039062
QJ02,QJ.QJ02.20221018.060024135,2022-10-18 05:50:47.120,S,0.1239316239316241,6994.40869140625
QJ02,QJ.QJ02.20221018.060024136,2022-10-18 05:54:01.100,P,0.19230769230769235,325.99676513671875
QJ02,QJ.QJ02.20221018.060024136,2022-10-18 05:54:03.860,S,0.1367521367521369,325.99676513671875
QJ02,QJ.QJ02.20221018.060024137,2022-10-18 05:57:48.570,P,0.051282051282051336,420.3454895019531
QJ02,QJ.QJ02.20221018.060024137,2022-10-18 05:57:49.410,S,0.051282051282051336,420.3454895019531
QJ02,QJ.QJ02.20221018.060024139,2022-10-18 06:05:10.160,P,0.08119658119658117,45.21105194091797
QJ02,QJ.QJ02.20221018.060024139,2022-10-18 06:05:12.390,S,0.11965811965811979,45.21105194091797
QJ02,QJ.QJ02.20221018.060024140,2022-10-18 06:09:59.990,P,0.28632478632478636,105.87442779541016
QJ02,QJ.QJ02.20221018.060024140,2022-10-18 06:09:59.990,S,0.3034188034188034,105.87442779541016
QJ02,QJ.QJ02.20221018.060024142,2022-10-18 06:16:17.920,P,0.04700854700854703,9.895345687866213
QJ02,QJ.QJ02.20221018.060024143,2022-10-18 06:19:27.780,P,0.25641025641025655,625.2066650390625
QJ02,QJ.QJ02.20221018.060024143,2022-10-18 06:19:29.090,S,0.1538461538461539,625.2066650390625
QJ02,QJ.QJ02.20221018.070024145,2022-10-18 06:25:58.100,P,0.16239316239316254,49.309207916259766
QJ02,QJ.QJ02.20221018.070024145,2022-10-18 06:24:15.160,S,0.1239316239316241,10.358522415161133
QJ02,QJ.QJ02.20221018.070024146,2022-10-18 06:27:36.800,P,0.004273504273504203,352.3214416503906
QJ02,QJ.QJ02.20221018.070024146,2022-10-18 06:28:11.920,S,0.021367521367521413,811.5588989257812
QJ02,QJ.QJ02.20221018.070024147,2022-10-18 06:30:22.700,P,0.21367521367521375,730.58740234375
QJ02,QJ.QJ02.20221018.070024147,2022-10-18 06:30:27.400,S,0.07692307692307694,730.58740234375
QJ02,QJ.QJ02.20221018.070024148,2022-10-18 06:34:42.090,P,0.029914529914530016,487.3078308105469
QJ02,QJ.QJ02.20221018.070024148,2022-10-18 06:34:45.710,S,0.051282051282051336,487.3078308105469
QJ02,QJ.QJ02.20221018.070024149,2022-10-18 06:38:25.700,P,0.1410256410256411,211.276107788086
QJ02,QJ.QJ02.20221018.070024149,2022-10-18 06:38:31.940,S,0.04700854700854703,211.276107788086
QJ02,QJ.QJ02.20221018.070024150,2022-10-18 06:41:36.510,P,0.06410256410256425,121.17530822753906
QJ02,QJ.QJ02.20221018.070024151,2022-10-18 06:45:16.600,P,0.1495726495726496,227.0303955078125
QJ02,QJ.QJ02.20221018.070024151,2022-10-18 06:45:18.110,S,0.11538461538461538,227.0303955078125
QJ02,QJ.QJ02.20221018.070024152,2022-10-18 06:46:57.310,P,0.059829059829059845,287.8182983398437
QJ02,QJ.QJ02.20221018.070024152,2022-10-18 06:46:58.420,S,0.01709401709401711,287.8182983398437
QJ02,QJ.QJ02.20221018.070024153,2022-10-18 06:52:18.180,P,0.15811965811965822,158.0868682861328
QJ02,QJ.QJ02.20221018.070024153,2022-10-18 06:52:22.250,S,0.04700854700854703,158.0868682861328
QJ02,QJ.QJ02.20221018.070024154,2022-10-18 06:55:53.850,P,0.1666666666666667,510.50726318359375
QJ02,QJ.QJ02.20221018.070024154,2022-10-18 06:55:55.370,S,0.1282051282051283,510.50726318359375
QJ02,QJ.QJ02.20221018.070024155,2022-10-18 06:57:35.380,P,0.11111111111111117,588.3553466796875
QJ02,QJ.QJ02.20221018.070024155,2022-10-18 06:57:36.690,S,0.18803418803418812,588.3553466796875
QJ02,QJ.QJ02.20221018.070024156,2022-10-18 07:03:19.990,P,0.27777777777777773,1.1051430702209473
QJ02,QJ.QJ02.20221018.070024156,2022-10-18 07:02:19.870,S,0.21794871794871803,10.796929359436035
QJ02,QJ.QJ02.20221018.070024157,2022-10-18 07:06:30.040,P,0.21794871794871803,889.9395751953125
QJ02,QJ.QJ02.20221018.070024157,2022-10-18 07:05:42.200,S,0.1367521367521369,16.081106185913086
QJ02,QJ.QJ02.20221018.070024158,2022-10-18 07:07:58.260,P,0.17094017094017103,412.2365112304688
QJ02,QJ.QJ02.20221018.070024158,2022-10-18 07:07:59.080,S,0.06410256410256425,412.2365112304688
QJ02,QJ.QJ02.20221018.070024159,2022-10-18 07:10:28.660,P,0.08119658119658117,48.17012023925781
QJ02,QJ.QJ02.20221018.070024159,2022-10-18 07:10:31.000,S,0.08547008547008556,48.17012023925781
QJ02,QJ.QJ02.20221018.070024160,2022-10-18 07:16:16.240,P,0.11965811965811979,3747.069580078125
QJ02,QJ.QJ02.20221018.070024160,2022-10-18 07:16:17.300,S,0.11111111111111117,3747.069580078125
QJ02,QJ.QJ02.20221018.070024161,2022-10-18 07:17:34.460,P,0.025641025641025716,372.9523315429688
QJ02,QJ.QJ02.20221018.070024162,2022-10-18 07:23:19.990,P,0.021367521367521413,6.629761695861816
QJ02,QJ.QJ02.20221018.070024162,2022-10-18 07:21:57.940,S,0.021367521367521413,64.81842803955078
QJ02,QJ.QJ02.20221018.080024163,2022-10-18 07:25:00.900,P,0.08119658119658117,317.71221923828125
QJ02,QJ.QJ02.20221018.080024163,2022-10-18 07:25:03.840,S,0.10683760683760687,317.71221923828125
QJ02,QJ.QJ02.20221018.080024164,2022-10-18 07:29:18.200,P,0.059829059829059845,1126.605712890625
QJ02,QJ.QJ02.20221018.080024164,2022-10-18 07:29:19.030,S,0.03418803418803422,1126.605712890625
QJ02,QJ.QJ02.20221018.080024165,2022-10-18 07:30:43.840,P,0.22222222222222235,655.650390625
QJ02,QJ.QJ02.20221018.080024165,2022-10-18 07:30:45.040,S,0.14529914529914542,393.3628540039063
QJ02,QJ.QJ02.20221018.080024167,2022-10-18 07:38:51.260,P,0.1666666666666667,1002.8770751953124
QJ02,QJ.QJ02.20221018.080024167,2022-10-18 07:38:53.620,S,0.17094017094017103,1002.8770751953124
QJ02,QJ.QJ02.20221018.080024168,2022-10-18 07:40:50.890,P,0.1837606837606839,506.9749450683594
QJ02,QJ.QJ02.20221018.080024168,2022-10-18 07:40:54.980,S,0.10683760683760687,506.9749450683594
QJ02,QJ.QJ02.20221018.080024169,2022-10-18 07:43:24.240,P,0.03846153846153842,461.5621948242188
QJ02,QJ.QJ02.20221018.080024170,2022-10-18 07:49:06.860,P,0.10256410256410267,1629.38916015625
QJ02,QJ.QJ02.20221018.080024170,2022-10-18 07:49:08.200,S,0.11538461538461538,838.1737060546875
QJ02,QJ.QJ02.20221018.080024171,2022-10-18 07:53:19.990,P,0.025641025641025716,2.731694221496582
QJ02,QJ.QJ02.20221018.080024171,2022-10-18 07:50:27.980,S,0.04273504273504273,31.45014381408692
QJ02,QJ.QJ02.20221018.080024172,2022-10-18 07:55:14.330,P,0.13247863247863248,152.3740692138672
QJ02,QJ.QJ02.20221018.080024172,2022-10-18 07:55:15.940,S,0.06837606837606844,152.3740692138672
QJ02,QJ.QJ02.20221018.080024173,2022-10-18 07:57:59.020,P,0.07264957264957264,358.29901123046875
QJ02,QJ.QJ02.20221018.080024173,2022-10-18 07:58:00.870,S,0.025641025641025716,358.29901123046875
QJ02,QJ.QJ02.20221018.080024174,2022-10-18 08:02:10.400,P,0.11965811965811979,863.9484252929688
QJ02,QJ.QJ02.20221018.080024174,2022-10-18 08:00:58.060,S,0.1282051282051283,492.4722595214844
QJ02,QJ.QJ02.20221018.080024175,2022-10-18 08:06:16.730,P,0.11965811965811979,1791.787109375
QJ02,QJ.QJ02.20221018.080024175,2022-10-18 08:06:18.400,S,0.11111111111111117,1791.787109375
QJ02,QJ.QJ02.20221018.080024176,2022-10-18 08:06:52.430,P,0.10256410256410267,1206.5283203125
QJ02,QJ.QJ02.20221018.080024176,2022-10-18 08:06:53.480,S,0.08974358974358987,1206.5283203125
QJ02,QJ.QJ02.20221018.080024177,2022-10-18 08:11:54.610,P,0.08547008547008556,370.9566955566406
QJ02,QJ.QJ02.20221018.080024178,2022-10-18 08:13:35.840,P,0.04700854700854703,878.3804321289062
QJ02,QJ.QJ02.20221018.080024178,2022-10-18 08:13:36.630,S,0.008547008547008605,878.3804321289062
QJ02,QJ.QJ02.20221018.080024179,2022-10-18 08:17:27.700,S,0.004273504273504203,1821.6961669921875
QJ02,QJ.QJ02.20221018.080024180,2022-10-18 08:21:15.170,P,0.04700854700854703,229.51210021972656
QJ02,QJ.QJ02.20221018.080024180,2022-10-18 08:21:17.810,S,0.059829059829059845,229.51210021972656
QJ02,QJ.QJ02.20221018.090024181,2022-10-18 08:24:11.610,P,0.021367521367521413,208.6792449951172
QJ02,QJ.QJ02.20221018.090024181,2022-10-18 08:25:27.500,S,0.06410256410256425,126.25865936279295
QJ02,QJ.QJ02.20221018.090024183,2022-10-18 08:32:51.050,P,0.008547008547008605,2236.22119140625
QJ02,QJ.QJ02.20221018.090024185,2022-10-18 08:39:21.700,P,0.055555555555555636,342.5679016113281
QJ02,QJ.QJ02.20221018.090024185,2022-10-18 08:39:22.920,S,0.07692307692307694,342.5679016113281
QJ02,QJ.QJ02.20221018.090024186,2022-10-18 08:42:00.930,P,0.17948717948717963,1120.68896484375
QJ02,QJ.QJ02.20221018.090024186,2022-10-18 08:42:02.540,S,0.11965811965811979,1120.68896484375
QJ02,QJ.QJ02.20221018.090024187,2022-10-18 08:45:08.280,P,0.08974358974358987,566.6710815429688
QJ02,QJ.QJ02.20221018.090024187,2022-10-18 08:45:10.640,S,0.03846153846153842,566.6710815429688
QJ02,QJ.QJ02.20221018.090024188,2022-10-18 08:48:48.680,P,0.07692307692307694,581.1173095703125
QJ02,QJ.QJ02.20221018.090024188,2022-10-18 08:47:00.750,S,0.059829059829059845,708.178466796875
QJ02,QJ.QJ02.20221018.090024189,2022-10-18 08:51:08.860,P,0.10256410256410267,1403.521728515625
QJ02,QJ.QJ02.20221018.090024189,2022-10-18 08:51:09.500,S,0.08119658119658117,665.6165771484375
QJ02,QJ.QJ02.20221018.090024190,2022-10-18 08:53:46.130,P,0.15811965811965822,1656.3612060546875
QJ02,QJ.QJ02.20221018.090024190,2022-10-18 08:53:49.210,S,0.1410256410256411,1656.3612060546875
QJ02,QJ.QJ02.20221018.090024191,2022-10-18 08:59:36.270,P,0.07692307692307694,1068.4725341796875
QJ02,QJ.QJ02.20221018.090024191,2022-10-18 08:59:37.280,S,0.021367521367521413,814.4597778320312
QJ02,QJ.QJ02.20221018.090024192,2022-10-18 09:00:17.100,P,0.04700854700854703,503.6398315429688
QJ02,QJ.QJ02.20221018.090024192,2022-10-18 09:00:18.520,S,0.051282051282051336,503.6398315429688
QJ02,QJ.QJ02.20221018.090024193,2022-10-18 09:04:02.620,P,0.15811965811965822,24.2918643951416
QJ02,QJ.QJ02.20221018.090024193,2022-10-18 09:04:05.240,S,0.17521367521367523,24.2918643951416
QJ02,QJ.QJ02.20221018.090024194,2022-10-18 09:07:45.080,P,0.03418803418803422,833.0169067382812
QJ02,QJ.QJ02.20221018.090024194,2022-10-18 09:07:45.480,S,0.03418803418803422,707.6311645507812
QJ02,QJ.QJ02.20221018.090024195,2022-10-18 09:12:54.970,P,0.01709401709401711,161.48382568359375
QJ02,QJ.QJ02.20221018.090024196,2022-10-18 09:14:21.550,P,0.18803418803418812,556.6173706054688
QJ02,QJ.QJ02.20221018.090024196,2022-10-18 09:14:23.000,S,0.09401709401709406,556.6173706054688
QJ02,QJ.QJ02.20221018.100024199,2022-10-18 09:23:35.360,P,0.03418803418803422,886.1402587890625
QJ02,QJ.QJ02.20221018.100024199,2022-10-18 09:23:37.940,S,0.07264957264957264,886.1402587890625
QJ02,QJ.QJ02.20221018.100024201,2022-10-18 09:32:54.780,P,0.04700854700854703,1026.108154296875
QJ02,QJ.QJ02.20221018.100024201,2022-10-18 09:32:55.780,S,0.03846153846153842,1026.108154296875
QJ02,QJ.QJ02.20221018.100024203,2022-10-18 09:37:07.660,P,0.07264957264957264,1755.8414306640625
QJ02,QJ.QJ02.20221018.100024203,2022-10-18 09:37:09.600,S,0.06410256410256425,1755.8414306640625
QJ02,QJ.QJ02.20221018.100024204,2022-10-18 09:43:19.990,P,0.025641025641025716,61.56483840942383
QJ02,QJ.QJ02.20221018.100024204,2022-10-18 09:43:19.990,S,0.008547008547008605,61.56483840942383
QJ02,QJ.QJ02.20221018.100024205,2022-10-18 09:44:37.650,P,0.03418803418803422,3122.36181640625
QJ02,QJ.QJ02.20221018.100024205,2022-10-18 09:44:38.630,S,0.01709401709401711,3122.36181640625
QJ02,QJ.QJ02.20221018.100024206,2022-10-18 09:48:25.090,S,0.004273504273504203,2968.814453125
QJ02,QJ.QJ02.20221018.100024207,2022-10-18 09:50:20.560,P,0.008547008547008605,690.808349609375
QJ02,QJ.QJ02.20221018.100024209,2022-10-18 09:59:59.990,P,0.08119658119658117,16.5423641204834
QJ02,QJ.QJ02.20221018.100024209,2022-10-18 09:59:59.990,S,0.07692307692307694,16.5423641204834
QJ02,QJ.QJ02.20221018.100024211,2022-10-18 10:03:41.180,P,0.004273504273504203,1932.073974609375
QJ02,QJ.QJ02.20221018.100024211,2022-10-18 10:03:42.220,S,0.01282051282051281,1932.073974609375
QJ02,QJ.QJ02.20221018.100024212,2022-10-18 10:07:03.840,P,0.025641025641025716,678.5201416015625
QJ02,QJ.QJ02.20221018.100024212,2022-10-18 10:09:08.580,S,0.01282051282051281,616.3412475585938
QJ02,QJ.QJ02.20221018.100024213,2022-10-18 10:12:56.150,P,0.17948717948717963,230.29806518554688
QJ02,QJ.QJ02.20221018.100024213,2022-10-18 10:13:04.920,S,0.01282051282051281,230.29806518554688
QJ02,QJ.QJ02.20221018.100024214,2022-10-18 10:14:31.620,P,0.08547008547008556,3118.69140625
QJ02,QJ.QJ02.20221018.100024214,2022-10-18 10:14:33.020,S,0.06410256410256425,2321.37451171875
QJ02,QJ.QJ02.20221018.100024216,2022-10-18 10:21:54.230,P,0.025641025641025716,769.2742309570312
QJ02,QJ.QJ02.20221018.100024216,2022-10-18 10:23:19.990,S,0.004273504273504203,18.35672950744629
QJ02,QJ.QJ02.20221018.110024220,2022-10-18 10:35:40.650,P,0.029914529914530016,1218.781005859375
QJ02,QJ.QJ02.20221018.110024221,2022-10-18 10:38:20.850,P,0.1666666666666667,822.4880981445312
QJ02,QJ.QJ02.20221018.110024221,2022-10-18 10:38:24.950,S,0.1239316239316241,822.4880981445312
QJ02,QJ.QJ02.20221018.110024222,2022-10-18 10:40:30.890,P,0.09829059829059837,743.816650390625
QJ02,QJ.QJ02.20221018.110024222,2022-10-18 10:40:32.340,S,0.17094017094017103,743.816650390625
QJ02,QJ.QJ02.20221018.110024223,2022-10-18 10:44:53.400,P,0.21794871794871803,1192.488525390625
QJ02,QJ.QJ02.20221018.110024223,2022-10-18 10:45:01.880,S,0.01709401709401711,1192.488525390625
QJ02,QJ.QJ02.20221018.110024224,2022-10-18 10:48:56.430,P,0.1367521367521369,838.1325073242188
QJ02,QJ.QJ02.20221018.110024224,2022-10-18 10:48:57.640,S,0.09401709401709406,838.1325073242188
QJ02,QJ.QJ02.20221018.110024225,2022-10-18 10:52:15.500,P,0.20940170940170946,1330.3924560546875
QJ02,QJ.QJ02.20221018.110024225,2022-10-18 10:52:17.630,S,0.19230769230769235,1330.3924560546875
QJ02,QJ.QJ02.20221018.110024226,2022-10-18 10:55:16.630,P,0.029914529914530016,596.3960571289062
QJ02,QJ.QJ02.20221018.110024227,2022-10-18 10:58:40.590,P,0.20512820512820523,342.3187561035156
QJ02,QJ.QJ02.20221018.110024227,2022-10-18 10:57:35.600,S,0.15811965811965822,142.40945434570312
QJ02,QJ.QJ02.20221018.110024228,2022-10-18 11:00:26.900,S,0.01282051282051281,472.5762023925781
QJ02,QJ.QJ02.20221018.110024229,2022-10-18 11:06:27.510,P,0.20940170940170946,410.3655090332031
QJ02,QJ.QJ02.20221018.110024229,2022-10-18 11:06:39.990,S,0.1666666666666667,13.476064682006836
QJ02,QJ.QJ02.20221018.110024230,2022-10-18 11:09:33.090,P,0.19230769230769235,793.7003784179688
QJ02,QJ.QJ02.20221018.110024230,2022-10-18 11:09:34.180,S,0.1239316239316241,793.7003784179688
QJ02,QJ.QJ02.20221018.110024232,2022-10-18 11:13:31.490,P,0.1282051282051283,1460.1005859375
QJ02,QJ.QJ02.20221018.110024232,2022-10-18 11:13:32.620,S,0.051282051282051336,1460.1005859375
QJ02,QJ.QJ02.20221018.110024233,2022-10-18 11:17:53.040,S,0.004273504273504203,70.52906036376953
QJ02,QJ.QJ02.20221018.120024235,2022-10-18 11:24:43.580,P,0.04700854700854703,466.6477966308594
QJ02,QJ.QJ02.20221018.120024235,2022-10-18 11:24:45.660,S,0.051282051282051336,466.6477966308594
QJ02,QJ.QJ02.20221018.120024236,2022-10-18 11:28:18.110,P,0.051282051282051336,11.572027206420898
QJ02,QJ.QJ02.20221018.120024236,2022-10-18 11:28:18.980,S,0.07264957264957264,11.572027206420898
QJ02,QJ.QJ02.20221018.120024237,2022-10-18 11:33:19.990,P,0.2478632478632479,8.585217475891113
QJ02,QJ.QJ02.20221018.120024237,2022-10-18 11:33:19.990,S,0.07692307692307694,8.585217475891113
QJ02,QJ.QJ02.20221018.120024238,2022-10-18 11:36:18.130,P,0.1410256410256411,4.464722633361816
QJ02,QJ.QJ02.20221018.120024238,2022-10-18 11:33:48.300,S,0.08974358974358987,12.65357494354248
QJ02,QJ.QJ02.20221018.120024239,2022-10-18 11:38:46.400,P,0.13247863247863248,1680.220703125
QJ02,QJ.QJ02.20221018.120024239,2022-10-18 11:38:47.820,S,0.06837606837606844,1680.220703125
QJ02,QJ.QJ02.20221018.120024240,2022-10-18 11:43:19.990,P,0.4658119658119659,118.62700653076172
QJ02,QJ.QJ02.20221018.120024240,2022-10-18 11:43:19.990,S,0.3717948717948719,118.62700653076172
QJ02,QJ.QJ02.20221018.120024241,2022-10-18 11:45:13.990,P,0.19658119658119674,1428.6510009765625
QJ02,QJ.QJ02.20221018.120024241,2022-10-18 11:46:06.720,S,0.1367521367521369,965.5565185546876
QJ02,QJ.QJ02.20221018.120024242,2022-10-18 11:47:53.570,P,0.17521367521367523,606.9954223632812
QJ02,QJ.QJ02.20221018.120024242,2022-10-18 11:47:55.230,S,0.06837606837606844,325.2619934082031
QJ02,QJ.QJ02.20221018.120024243,2022-10-18 11:52:50.180,P,0.04273504273504273,229.2449188232422
QJ02,QJ.QJ02.20221018.120024243,2022-10-18 11:52:51.000,S,0.01282051282051281,119.3687973022461
QJ02,QJ.QJ02.20221018.120024244,2022-10-18 11:54:41.890,P,0.03846153846153842,3445.4755859375
QJ02,QJ.QJ02.20221018.120024244,2022-10-18 11:54:44.120,S,0.059829059829059845,3445.4755859375
QJ02,QJ.QJ02.20221018.120024245,2022-10-18 11:59:59.990,P,0.17094017094017103,26.14874267578125
QJ02,QJ.QJ02.20221018.120024245,2022-10-18 11:59:59.990,S,0.07692307692307694,26.14874267578125
QJ02,QJ.QJ02.20221018.120024246,2022-10-18 12:00:28.980,P,0.025641025641025716,623.7424926757812
