20220828  13351626   27.2750   102.9720      2.090   2.2    0.00    0.00   0.22         53
20220828  21355992   26.4910   103.0700      0.840   2.8    0.00    0.00   0.29         54
20220828  21370724   26.8940   103.0150      0.000   2.7    0.00    0.00   0.30         55
20220829    370349   27.2870   102.8650      5.190   3.0    0.00    0.00  -0.04         56
20220829   4131730   26.9000   102.9960      1.250   3.1    0.00    0.00  -0.05         57
20220829   4272350   27.1570   102.9270      1.630   2.1    0.00    0.00  -0.00         58
20220829   6473142   27.3580   103.1900     16.880   3.6    0.00    0.00  -0.03         59
20220829   7534311   26.8480   102.8160      0.340   3.1    0.00    0.00  -0.16         60
20220829   9581573   26.8120   102.9520      0.720   2.6    0.00    0.00  -0.00         61
20220829  14031811   26.7960   103.0590      1.240   1.0    0.00    0.00  -0.04         62
20220829  15031727   26.9870   102.8130      0.830   1.7    0.00    0.00   0.73         63
20220829  15510878   26.9140   102.8790     14.130   2.8    0.00    0.00   0.02         64
20220829  16021246   26.6440   102.6050     31.000   3.3    0.00    0.00   0.08         65
20220829  16124159   26.9740   102.9200      1.200   2.7    0.00    0.00   0.32         66
20220829  16172558   26.6880   103.0580      0.000   2.5    0.00    0.00  -0.01         67
20220829  17390072   26.7190   102.9720      0.780   2.7    0.00    0.00  -0.44         68
20220829  18501592   26.8420   103.2540      2.250   1.7    0.00    0.00   0.37         69
20220829  19274780   27.0650   103.1490      2.150   2.8    0.00    0.00   0.13         70
20220829  19574712   27.0640   102.9120     14.600   2.7    0.00    0.00  -0.01         71
20220830   1331465   27.0900   102.9050      1.150   1.4    0.00    0.00  -0.03         72
20220830   4263442   27.0610   102.9140      1.480   1.5    0.00    0.00   0.08         73
20220830   6502341   26.9280   102.9000      0.760   2.1    0.00    0.00   0.40         74
20220830   9031808   26.6330   103.0420      0.800   2.5    0.00    0.00   0.99         75
20220830  10470266   27.4680   103.1970     31.000   3.9    0.00    0.00   0.06         76
20220830  11571412   27.4790   103.0090      2.280   3.7    0.00    0.00   0.01         77
20220830  12142131   27.0170   103.1600      2.110   3.1    0.00    0.00   0.13         78
20220830  15265247   26.6880   102.8640      0.570   3.2    0.00    0.00  -0.02         79
20220830  18395670   26.8770   103.0160      1.300  -0.4    0.00    0.00   0.01         80
20220830  18575600   27.1010   102.5000      4.930   3.2    0.00    0.00   0.11         81
20220830  21501766   26.8060   102.8950      0.860   2.5    0.00    0.00   0.17         82
20220830  22131088   26.6330   102.7020     31.000   2.2    0.00    0.00   0.03         83
20220831    512069   27.0630   103.2250      2.560   3.4    0.00    0.00  -0.01         84
20220831   1203736   26.7990   102.8550      0.750   3.2    0.00    0.00   0.00         85
20220831   3011408   26.8590   102.8310      0.290   2.9    0.00    0.00   0.00         86
20220831   3152602   27.0940   103.0160      1.580   3.0    0.00    0.00   0.01         87
20220831   4260229   26.9190   102.9250      0.860   2.1    0.00    0.00   0.38         88
20220831   7033708   26.9070   102.7920     12.340   3.6    0.00    0.00  -0.00         89
20220831   7110202   27.2430   102.9190      1.420   3.3    0.00    0.00  -0.07         90
20220831  10531305   26.5300   103.1900     18.120   2.7    0.00    0.00  -0.07         91
20220831  11551225   27.0950   103.0650     24.180   3.4    0.00    0.00   0.07         92
20220831  15265829   26.9740   102.9700     22.550   2.7    0.00    0.00   0.01         93
20220831  16004143   26.8720   103.1270      3.330   2.9    0.00    0.00  -0.11         94
20220831  18251500   26.9650   103.2210      2.250   2.3    0.00    0.00   0.32         95
20220831  18441462   26.7640   102.9900      0.850   2.0    0.00    0.00   0.15         96
20220831  19125144   26.7330   103.2090      1.480   2.8    0.00    0.00   0.23         97
20220831  19144798   26.8320   103.1860      1.890   2.3    0.00    0.00   0.36         98
20220831  19214320   26.7050   103.0320      9.180   1.9    0.00    0.00  -0.11         99
20220831  20255790   27.0630   103.2130      2.170   2.5    0.00    0.00   0.23        100
20220831  22443688   26.9290   103.0490      1.410   3.3    0.00    0.00   0.10        101
20220901    553216   27.0380   103.0970      2.340   3.1    0.00    0.00   0.08        102
20220901   2234710   27.1760   102.8190      1.170   3.0    0.00    0.00   0.26        103
20220901   2342055   26.9970   102.9890      0.660   2.5    0.00    0.00   0.08        104
20220901   3033007   26.9010   102.6870      0.440   3.0    0.00    0.00  -0.02        105
20220901   3251979   27.2410   102.8060      1.510   3.1    0.00    0.00   0.07        106
20220901   3522067   27.2840   102.8870     31.000   2.6    0.00    0.00  -0.18        107
20220901   7571204   26.9860   102.9010      1.130   2.9    0.00    0.00  -0.06        108
20220901   9295746   26.8510   102.9920      1.030   1.3    0.00    0.00   0.04        109
20220901  14134345   26.7140   102.9280      9.960   2.6    0.00    0.00  -0.16        110
20220901  15451650   27.3630   103.2820      2.610   3.2    0.00    0.00   0.03        111
20220901  16135317   26.8960   102.6250      0.410   2.7    0.00    0.00   0.18        112
20220901  16411448   27.4130   102.9090      2.290   2.5    0.00    0.00   0.09        113
20220901  19084652   27.1960   103.0760      1.670   2.8    0.00    0.00   0.58        114
20220901  20230700   27.0850   102.5610      0.000   1.1    0.00    0.00   0.12        115
20220901  20234106   26.9120   102.8120      0.520   2.9    0.00    0.00   0.03        116
20220901  20390864   27.5090   102.5630     29.550   3.2    0.00    0.00   0.04        117
20220901  21360744   26.7340   103.0060      0.840   2.0    0.00    0.00   0.41        118
20220902   3331775   26.9260   103.0120      1.300   2.1    0.00    0.00   0.32        119
20220902   5063885   27.0030   103.0090      1.400   3.4    0.00    0.00   0.23        120
20220902   5502616   26.5290   103.1790      1.200   2.5    0.00    0.00  -0.09        121
20220902   6123388   26.9040   103.1100     31.000   3.3    0.00    0.00   0.16        122
20220902   7005015   26.5000   102.8770      0.000   2.7    0.00    0.00  -0.04        123
20220902  10485003   27.2430   102.8730      0.000   3.6    0.00    0.00  -0.03        124
20220902  11235725   26.6230   103.0650     29.480   2.9    0.00    0.00  -0.00        125
20220902  12070592   27.0470   102.8600     21.860   3.6    0.00    0.00   0.05        126
20220902  12561887   27.0450   102.9190     18.680   3.2    0.00    0.00   0.00        127
20220902  13361070   26.9480   103.0160      1.510   3.1    0.00    0.00   0.11        128
20220902  13365198   27.2480   102.6540      0.870   3.3    0.00    0.00   0.19        129
20220902  15070480   26.6280   102.7780     27.230   3.2    0.00    0.00  -0.01        130
20220902  16435088   27.3010   102.8470      1.510   3.8    0.00    0.00   0.12        131
20220902  16492341   26.9490   102.7970      0.820   3.5    0.00    0.00   0.16        132
20220902  17212234   26.8790   102.6600      0.360   2.7    0.00    0.00   0.08        133
20220902  17471328   26.5490   103.0560      0.850   1.9    0.00    0.00   0.26        134
20220902  20121812   27.0080   103.1530      2.160   2.3    0.00    0.00   0.37        135
20220902  20332856   26.9900   103.0640      2.210   3.1    0.00    0.00  -0.06        136
20220902  21231452   27.0980   103.0620      2.080   1.0    0.00    0.00   0.13        137
20220902  21472324   27.0620   102.9700      1.280   2.8    0.00    0.00   0.08        138
20220902  22442182   26.7640   103.1110      1.370   3.1    0.00    0.00   0.49        139
20220903   2305007   27.0340   102.9190      1.340   3.2    0.00    0.00   0.24        140
20220903   2565327   26.5220   103.1770     13.960   2.8    0.00    0.00   0.04        141
20220903   7331467   26.9930   102.8350     15.980   1.2    0.00    0.00   0.01        142
20220903   8385118   27.2470   103.0000      1.780   1.1    0.00    0.00   0.76        143
20220903   9160525   26.5570   102.9620      0.000   3.6    0.00    0.00   0.03        144
20220903  13034579   26.9410   103.1700      2.200   1.9    0.00    0.00   0.23        145
20220903  15141743   26.9430   102.9310     22.060   2.9    0.00    0.00  -0.06        146
20220903  15213548   26.9020   103.1440      1.590   3.1    0.00    0.00   0.06        147
20220903  15324818   26.8840   103.1540      1.860   1.6    0.00    0.00   0.53        148
20220903  16541303   26.5980   103.1100      1.240   2.0    0.00    0.00   0.25        149
20220903  17031470   26.9870   102.9070      1.190   1.2    0.00    0.00   0.05        150
20220903  20131600   26.7650   103.0590     11.360   0.6    0.00    0.00  -0.04        151
20220903  20133982   27.2070   102.9220      1.490   2.1    0.00    0.00  -0.10        152
20220903  21160742   27.2270   102.9400      1.540   3.0    0.00    0.00   0.14        153
20220903  22020090   26.6220   103.0470      0.120   2.4    0.00    0.00   0.54        154
20220903  23065412   26.7930   103.0220      0.140   3.3    0.00    0.00  -0.26        155
20220904    160256   27.2210   102.9560      1.950   2.5    0.00    0.00  -0.05        156
20220904   3452674   27.1980   102.9490     31.000   3.8    0.00    0.00  -0.01        157
20220904   4232901   27.2590   102.6910      0.790   3.4    0.00    0.00   0.01        158
20220904   6310715   26.5720   103.0170      0.770   3.1    0.00    0.00  -0.25        159
20220904   8195713   26.8650   102.9800      1.280   1.0    0.00    0.00  -0.13        160
20220904   8205667   27.2480   103.0410      1.870   3.1    0.00    0.00   0.29        161
20220904   8501262   27.3530   103.1180      5.480   2.8    0.00    0.00  -0.20        162
20220904   9434847   27.0020   102.9240      1.240   3.2    0.00    0.00   0.12        163
20220904  14341595   27.1870   102.8040      2.530   3.3    0.00    0.00  -0.05        164
20220904  15195395   26.9310   102.8360     15.730   0.2    0.00    0.00  -0.28        165
20220904  16231305   27.0010   102.9580     31.000   1.1    0.00    0.00  -0.01        166
20220904  16534122   26.9680   102.9280      1.200   2.0    0.00    0.00   0.53        167
20220904  17240750   26.9680   103.5040      3.750   3.2    0.00    0.00   0.62        168
20220904  17433744   26.7890   103.2100      0.900   2.2    0.00    0.00  -0.00        169
20220904  18034532   26.9000   103.0420      1.380   0.7    0.00    0.00  -0.00        170
20220904  19533972   26.9620   102.8690      1.120   1.5    0.00    0.00   0.04        171
20220904  21265362   27.1600   103.1660      0.000   3.1    0.00    0.00   0.08        172
20220904  22531700   26.8620   103.0250      1.220   0.8    0.00    0.00   0.01        173
20220905   8231686   27.2710   103.1040      4.150   1.6    0.00    0.00   0.04        174
20220905  10130559   26.9130   103.0480     31.000   2.5    0.00    0.00   0.07        175
20220905  13542538   27.4180   103.0630      2.370   3.0    0.00    0.00  -0.00        176
20220905  15134457   27.3940   102.9670      2.830   2.2    0.00    0.00  -0.08        177
20220905  16124640   26.9950   102.8670      0.730   2.2    0.00    0.00   0.15        178
20220905  19540948   26.7160   103.3110      2.120   2.4    0.00    0.00  -0.06        179
20220905  20481274   27.4160   103.0060      2.140   3.2    0.00    0.00   0.16        180
20220905  22384386   27.1120   102.8230      1.300   2.2    0.00    0.00  -0.02        181
20220906   1482345   26.5330   103.1510      1.120   3.2    0.00    0.00   0.06        182
20220906   2192846   26.9210   102.5230      0.000   3.7    0.00    0.00  -0.17        183
20220906   2341812   26.8470   103.1370      1.730   2.7    0.00    0.00   0.76        184
20220906   5433076   26.9650   102.7060      0.670   3.0    0.00    0.00   0.10        185
20220906   7370853   26.8160   103.2200      4.260   3.4    0.00    0.00   0.00        186
20220906  13534186   27.1290   102.8730      2.020   2.4    0.00    0.00   0.03        187
20220906  16131786   26.7930   103.0690      1.280   1.1    0.00    0.00   0.01        188
20220906  16245239   26.8070   102.9020      0.000   2.8    0.00    0.00   0.32        189
20220906  17572312   26.8640   102.6520      0.820   2.9    0.00    0.00  -0.24        190
20220906  18395780   27.0060   102.8530      1.080   2.4    0.00    0.00   0.12        191
20220906  20591616   26.8200   103.2970      0.000   2.8    0.00    0.00   0.02        192
20220906  21001774   27.1530   102.8280      0.790   3.2    0.00    0.00  -0.05        193
20220906  22183288   27.1420   102.8410      1.260   3.2    0.00    0.00  -0.00        194
20220906  23131824   26.9450   102.7920      1.120   2.3    0.00    0.00   0.20        195
20220906  23411544   27.2420   103.0260     31.000   2.9    0.00    0.00  -0.01        196
20220907    401321   27.3850   103.0230     11.520   4.2    0.00    0.00   0.07        197
20220907    533998   26.6180   103.0480      1.060   2.9    0.00    0.00   0.06        198
20220907   3334462   26.9630   103.0560      1.920   3.3    0.00    0.00   0.02        199
20220907   5280323   26.8580   102.9600      1.200   2.8    0.00    0.00  -0.10        200
20220907   6265933   27.1350   103.0820     10.970   2.9    0.00    0.00   0.00        201
20220907  10314682   27.0010   102.8030      1.010   2.5    0.00    0.00   0.12        202
20220907  12551810   26.7280   102.9960      1.110   2.7    0.00    0.00   0.02        203
20220907  19144336   26.9060   103.0290      1.300   3.2    0.00    0.00   0.05        204
20220907  20005756   26.8510   102.7440      0.000   3.0    0.00    0.00  -0.04        205
20220907  20295672   26.8770   103.0170      1.300  -0.2    0.00    0.00   0.02        206
20220907  22163440   26.7890   102.9610      0.970   0.1    0.00    0.00  -0.39        207
20220908    543637   26.7570   102.9950      0.840   1.3    0.00    0.00   0.53        208
20220908   1272625   26.8270   102.7360      0.790   2.9    0.00    0.00   0.01        209
20220908   4272019   26.7040   103.1290      1.450   2.8    0.00    0.00   0.13        210
20220908   5180533   27.2250   102.7550      1.600   3.2    0.00    0.00   0.03        211
20220908   6470408   26.9070   103.2930      1.990   3.8    0.00    0.00   0.09        212
20220908   8335012   26.8280   102.9880      0.920   3.1    0.00    0.00   0.11        213
20220908  10582610   26.7180   103.1640      1.630   2.7    0.00    0.00   0.16        214
20220908  11542343   26.4910   103.2280      0.000   3.0    0.00    0.00  -0.04        215
20220908  13381397   27.1310   103.3870     30.320   3.1    0.00    0.00   0.10        216
20220908  14453757   26.9940   102.8150     13.160   2.2    0.00    0.00  -0.00        217
20220908  15182276   27.0890   102.8940      1.410   2.7    0.00    0.00   0.08        218
20220908  15234958   27.0200   103.0140      1.840   2.6    0.00    0.00   0.24        219
20220908  15414261   26.4910   103.0580     18.690   2.8    0.00    0.00   0.03        220
20220908  16075141   27.1680   102.8170      0.000   2.4    0.00    0.00  -0.10        221
20220908  17342804   26.9050   102.8170     16.690   3.0    0.00    0.00   0.17        222
20220908  19300188   26.7140   102.9860      0.850   2.0    0.00    0.00   0.01        223
20220908  21263468   27.1300   103.0620      2.320   1.4    0.00    0.00  -0.01        224
20220908  22240240   27.3470   103.1320     15.410   3.1    0.00    0.00   0.34        225
20220908  23460176   27.0190   102.8820      1.030   3.2    0.00    0.00   0.01        226
20220909   4354503   26.7800   102.9080      0.440   3.2    0.00    0.00  -0.05        227
20220909   7231386   27.0420   103.0640      1.720   0.8    0.00    0.00  -0.11        228
20220909   8363630   27.0840   102.8540      1.240   1.2    0.00    0.00   0.00        229
20220909  13293177   26.9840   102.9230      1.220   2.2    0.00    0.00   0.51        230
20220909  15352057   26.9900   103.0850      2.200   2.5    0.00    0.00  -0.06        231
20220909  16041567   27.0110   102.6130      0.400   2.5    0.00    0.00   0.00        232
20220909  16111852   26.9680   102.9280      1.200   2.1    0.00    0.00   0.60        233
20220909  21115456   26.7990   102.7240      0.480   3.5    0.00    0.00   0.34        234
20220909  23442476   27.0540   102.7630      0.840   2.9    0.00    0.00   0.09        235
20220910   5150058   26.8270   103.1730      1.860   1.9    0.00    0.00   0.36        236
20220910   7235692   27.1570   103.1680      3.060   3.2    0.00    0.00   0.05        237
20220910   8251243   26.8690   102.9220      0.520   2.7    0.00    0.00   0.14        238
20220910  11401570   26.8920   102.9270      0.880   2.2    0.00    0.00  -0.10        239
20220910  11410383   26.6340   103.0360      0.850   2.2    0.00    0.00   0.01        240
20220910  12173372   27.0010   102.8750      1.070   3.0    0.00    0.00   0.39        241
20220910  15122301   26.7130   102.8370      0.000   2.2    0.00    0.00  -0.10        242
20220910  16255051   26.5360   103.0640      0.890   2.0    0.00    0.00   0.26        243
20220910  20095638   26.6960   103.0700      1.290   0.9    0.00    0.00   0.33        244
20220910  20104672   27.1300   103.1030      3.040   2.6    0.00    0.00  -0.06        245
20220910  21431992   26.7600   102.9730      0.730   1.9    0.00    0.00   0.25        246
20220910  22412578   27.2120   102.8240      0.140   3.1    0.00    0.00  -0.08        247
20220910  23012468   26.8340   103.2160      1.770   2.4    0.00    0.00   0.10        248
20220911    411774   26.5860   103.5570      2.490   3.2    0.00    0.00   0.02        249
20220911   7275348   26.9280   102.9920      1.420   3.2    0.00    0.00   0.04        250
20220911  16163515   26.7670   102.9910      1.040   0.9    0.00    0.00  -0.13        251
20220911  18234138   26.8390   103.1100      1.790   2.3    0.00    0.00   0.17        252
20220911  18401472   26.7230   103.0170      1.050   1.8    0.00    0.00   0.13        253
20220911  18535908   26.6820   102.9410      0.260   2.3    0.00    0.00   0.09        254
20220911  19183538   26.8670   102.9880     13.010   2.0    0.00    0.00   0.03        255
20220911  19431468   26.9870   102.8810      1.680   1.3    0.00    0.00  -0.01        256
20220912    145130   27.0330   103.0270      1.550   2.7    0.00    0.00   0.04        257
20220912   2401181   26.5560   103.2270     15.100   3.0    0.00    0.00  -0.03        258
20220912   8031989   26.5880   103.0520      0.930   1.8    0.00    0.00   0.31        259
20220912   8473140   27.2470   103.1720     25.930   3.4    0.00    0.00  -0.00        260
20220912  11401307   27.0120   102.6320      0.820   2.8    0.00    0.00  -0.05        261
20220912  11435016   26.4910   102.9580     29.850   3.3    0.00    0.00   0.05        262
20220912  14023462   26.9950   102.8980      0.860   3.1    0.00    0.00  -0.00        263
20220912  14434271   27.1170   102.8360      1.300   2.2    0.00    0.00   0.09        264
20220912  15135831   27.1890   103.0180      1.660   2.8    0.00    0.00   0.12        265
20220912  15203394   26.9660   102.9100      4.870   2.3    0.00    0.00   0.06        266
20220912  16021600   26.8750   103.1250      2.520   2.5    0.00    0.00   0.02        267
20220912  16234937   27.0450   102.8910      0.960   2.5    0.00    0.00   0.01        268
20220912  17331900   27.2540   102.9620      1.830  -0.5    0.00    0.00   0.01        269
20220912  17334100   27.0080   103.0180      1.460   2.1    0.00    0.00  -0.02        270
20220912  18534584   26.8310   103.0360      1.280   1.8    0.00    0.00  -0.02        271
20220912  19031496   26.9990   103.0570      1.840   0.6    0.00    0.00  -0.01        272
20220912  22002540   27.0640   102.8390      3.540   2.8    0.00    0.00  -0.02        273
20220912  22463036   26.9420   103.3730     16.390   1.5    0.00    0.00   0.03        274
20220912  23041432   26.8360   102.9710      0.800   2.5    0.00    0.00   0.16        275
20220913    331478   26.9580   103.0000      1.530   1.3    0.00    0.00   0.50        276
20220913   4022280   26.9500   102.7510      0.740   3.0    0.00    0.00  -0.15        277
20220913   5434346   26.8280   102.9880     12.750   2.1    0.00    0.00  -0.15        278
20220913   6075855   27.1290   103.1900      3.900   2.9    0.00    0.00   0.45        279
20220913   7490303   26.6190   103.2850     22.350   3.8    0.00    0.00  -0.01        280
20220913   8204831   26.9230   103.0990      8.490   3.6    0.00    0.00   0.01        281
20220913   8440279   26.5690   102.9850      0.680   3.3    0.00    0.00  -0.17        282
20220913  12432713   26.7390   102.8270      0.630   3.7    0.00    0.00   0.01        283
20220913  13574462   26.8740   102.9980      1.300   2.1    0.00    0.00  -0.00        284
20220913  14245045   27.1430   102.8460      1.270   2.9    0.00    0.00   0.17        285
20220913  15315348   26.6020   103.4240      1.770   3.3    0.00    0.00   0.06        286
20220913  15554018   26.7800   102.8170      0.170   3.2    0.00    0.00   0.01        287
20220913  18331116   26.9740   102.9250      1.190   0.8    0.00    0.00  -0.06        288
20220913  20051014   26.4910   102.9410      0.000   2.0    0.00    0.00   0.05        289
20220913  20195590   26.8320   102.8620      1.310   1.3    0.00    0.00  -0.12        290
20220913  20333968   26.8100   102.9910      0.920   1.4    0.00    0.00  -0.10        291
20220913  20431356   26.9900   103.4240     31.000   3.8    0.00    0.00  -0.01        292
20220913  22065890   26.7010   102.6930      0.000   3.1    0.00    0.00  -0.02        293
20220913  22145024   27.4540   102.9970      2.170   4.0    0.00    0.00   0.45        294
20220914    200835   27.2720   102.9170      1.660   3.3    0.00    0.00   0.04        295
20220914   1273544   26.5960   103.0420      0.910   3.3    0.00    0.00   0.10        296
20220914   3513630   27.0770   102.7080      0.840   3.2    0.00    0.00   0.38        297
20220914   4472238   26.6540   103.0640      0.940   2.8    0.00    0.00   0.05        298
20220914   4590705   26.9770   103.0930      0.510   3.0    0.00    0.00  -0.00        299
20220914   5031783   26.8040   103.0630      1.280   1.6    0.00    0.00  -0.03        300
20220914   6444406   27.0770   102.8910      1.440   2.6    0.00    0.00  -0.01        301
20220914   7050521   26.8220   102.9790      0.850   3.0    0.00    0.00   0.07        302
20220914   7112170   26.9760   102.9090      1.100   2.4    0.00    0.00   0.14        303
20220914  10484967   26.9110   102.4530      0.000   3.6    0.00    0.00  -0.10        304
20220914  13534770   26.8520   103.1080      1.650   3.2    0.00    0.00   0.06        305
20220914  14251209   26.9490   103.0810      1.760   1.3    0.00    0.00   0.23        306
20220914  14441386   26.9590   103.0060      1.460   2.2    0.00    0.00   0.07        307
20220914  15243286   26.9440   102.9160      0.890   1.8    0.00    0.00   0.75        308
20220914  15475562   27.1590   102.9760      1.510   3.1    0.00    0.00  -0.00        309
20220914  16355159   26.7810   102.9050      0.870   3.2    0.00    0.00   0.12        310
20220914  17120346   26.7800   102.9890      0.840   2.1    0.00    0.00   0.35        311
20220914  17374034   26.8490   102.8360      0.010   2.2    0.00    0.00   0.32        312
20220914  21531126   26.9020   102.8080     24.920   1.4    0.00    0.00  -0.17        313
20220914  22244688   26.7930   103.1790      1.810   1.7    0.00    0.00   0.05        314
20220915   1422471   26.8380   103.0320      0.880   3.2    0.00    0.00   0.15        315
20220915   2115794   26.9900   103.1530     31.000   3.5    0.00    0.00  -0.07        316
20220915   2435229   26.6530   102.9140      0.490   3.4    0.00    0.00   0.14        317
20220915   3052212   27.0520   102.9590      1.480   2.4    0.00    0.00   0.23        318
20220915   3180162   27.2140   102.9380      1.590   3.0    0.00    0.00   0.01        319
20220915   5203395   26.7820   102.9080      0.340   2.2    0.00    0.00  -0.05        320
20220915   5414600   26.9470   102.9220      1.150   2.3    0.00    0.00   0.30        321
20220915   6140721   26.8280   102.8740      0.710   3.0    0.00    0.00   0.18        322
20220915   8055428   26.7760   102.9670      0.570   2.6    0.00    0.00   0.34        323
20220915   8554393   27.2240   102.9250      1.830   2.5    0.00    0.00   0.20        324
20220915   9351880   26.5600   103.0570      0.900   2.4    0.00    0.00   0.55        325
20220915  10032667   26.7640   103.0210      1.010   2.5    0.00    0.00   0.13        326
20220915  10331536   26.9800   103.0770      1.760   2.1    0.00    0.00  -0.02        327
20220915  10344348   26.8520   103.0480      1.420   2.9    0.00    0.00   0.09        328
20220915  10354864   26.9780   102.8750      0.820   3.3    0.00    0.00  -0.19        329
20220915  11400285   26.5690   103.2560     29.850   3.3    0.00    0.00   0.04        330
20220915  13140071   26.9270   102.8270      0.510   2.5    0.00    0.00  -0.05        331
20220915  13413047   26.6140   102.9400      0.630   2.5    0.00    0.00  -0.02        332
20220915  16005690   27.3270   102.9360      1.750   2.8    0.00    0.00   0.25        333
20220915  16015384   27.0100   103.1340      8.260   2.5    0.00    0.00  -0.09        334
20220915  17410344   27.1020   102.7500      1.200   2.0    0.00    0.00   0.32        335
20220915  19542866   27.0140   103.1480      1.880   2.8    0.00    0.00   0.06        336
20220915  22344888   26.8200   102.9410      0.550   2.4    0.00    0.00   0.15        337
20220915  22350948   26.7090   103.0200      0.760   2.1    0.00    0.00   0.02        338
20220916   2311868   27.2130   102.9760      1.600   2.6    0.00    0.00   0.15        339
20220916   4131566   27.2960   102.8100      1.040   2.0    0.00    0.00   0.25        340
20220916   5035406   26.8920   103.0080      1.320   2.4    0.00    0.00   0.01        341
20220916   8395953   26.7370   103.0010      0.850   1.9    0.00    0.00   0.05        342
20220916   8455960   27.0240   102.7680      0.880   2.6    0.00    0.00   0.17        343
20220916   9542195   26.8210   103.0200      1.310   3.2    0.00    0.00   0.03        344
20220916  12335673   27.0840   102.7170      0.850   2.5    0.00    0.00   0.23        345
20220916  14571712   27.2120   102.9760      1.600   2.7    0.00    0.00   0.12        346
20220916  15143052   26.8700   103.1080     19.230   2.9    0.00    0.00  -0.01        347
